id,price
0,158.68238005959947
1,159.33415257834287
2,159.9793962772644
3,159.43425104556698
4,81.63290561622617
5,126.0765886001778
6,159.9365910399618
7,86.58651941873163
8,82.17358525731322
9,162.3848390548265
10,156.38773746861952
11,100.86177120601309
12,160.18114876136946
13,158.719132652185
14,87.64894719664093
15,160.08288928526895
16,159.56584685144114
17,159.33415257834287
18,159.57860307634348
19,159.74137651916115
20,127.29677024473114
21,159.6108040829379
22,129.03907939541457
23,160.888042097719
24,79.26461147317583
25,159.9061237695986
26,83.71387713853304
27,159.01438015514591
28,169.08324471571265
29,159.3360258611915
30,78.77837182446564
31,159.68708519663156
32,159.38865637917192
33,161.5071635050266
34,79.96043232033891
35,159.82677254695227
36,158.9031045853582
37,214.37296145460024
38,159.89725365701094
39,160.5122035420224
40,159.60854486533668
41,159.3147282892944
42,159.38865637917192
43,158.14109366116023
44,155.91125711863404
45,80.59612318591647
46,159.73391571097696
47,160.18009109999355
48,160.18373241079843
49,162.5938788906626
50,86.36281139691944
51,167.52776167578344
52,159.39010470542166
53,158.45650423974274
54,158.20080540657025
55,158.05272164398937
56,159.64749631353496
57,158.30745133560944
58,159.7466104329545
59,160.57807401907652
60,161.06208441734296
61,159.71733998869533
62,159.03759704373186
63,89.7164730302653
64,83.73963144760336
65,160.97286889217253
66,160.5182822570029
67,159.63590300490094
68,160.44574139446928
69,160.056168580603
70,157.74601618456597
71,80.58795870978787
72,96.274799677271
73,159.74282484541092
74,159.28212781983203
75,159.76382359013445
76,164.79109980426531
77,159.33415257834287
78,192.8015341493636
79,159.71733998869533
80,160.94113774614567
81,199.30088027886194
82,160.00230221467228
83,159.33415257834287
84,159.30845524332784
85,79.4829033138154
86,159.05127611351398
87,158.9314860945733
88,157.76136993250108
89,160.68600420363248
90,160.19274680012475
91,159.3059193773384
92,158.87574644579396
93,79.98498806816303
94,81.1237457654174
95,160.00845589109773
96,159.26929131683013
97,85.79826425480456
98,160.4491103084659
99,158.98475404745201
100,159.60667158248805
101,90.96840318157606
102,104.47769230963345
103,159.39010470542166
104,160.31748021086673
105,160.60099411059394
106,158.8280408700083
107,159.85038412081923
108,159.3031466611852
109,158.05932030218082
110,159.78552285930647
111,156.9927269630193
112,159.04659617628047
113,160.5515507671051
114,84.31924098549392
115,159.51155552891154
116,90.209799738002
117,159.93348190916282
118,159.33415257834287
119,158.9031045853582
120,160.7920761309447
121,80.11824467858636
122,159.5650376809509
123,159.38865637917192
124,158.98475404745201
125,158.90578875955828
126,80.99132886150184
127,156.81986225830394
128,83.90112643143947
129,82.19465220359751
130,159.52502212039423
131,100.1427559002418
132,159.43114191476803
133,157.92991523658267
134,102.27716208770303
135,79.94271501086635
136,159.25416392079825
137,159.28900654295433
138,159.87961554323212
139,157.20335134877206
140,89.77855447297003
141,160.84909064952072
142,159.226805781234
143,84.45133111799979
144,159.50200895957926
145,80.18783038681245
146,162.056016280575
147,192.57026483286418
148,160.28422208810176
149,159.97699081440985
150,156.1635766419497
151,79.82168914397536
152,159.38865637917192
153,157.2913682587784
154,153.77288758170755
155,160.20621339160743
156,77.67827838930002
157,161.24514623830382
158,161.2581854994614
159,159.84002666013552
160,160.73693489521736
161,79.45209515198755
162,87.17392156310063
163,160.91935690755372
164,159.81401323980225
165,158.72997044956722
166,80.20321574977861
167,159.6316579662566
168,159.0747838886501
169,85.28019426995859
170,79.85197680512945
171,83.42699448980665
172,81.86151564393553
173,157.7417151700911
174,160.0012398231751
175,178.12071782790343
176,88.06215881477235
177,159.74452467180643
178,160.7441102934201
179,156.42220409801334
180,81.48711891930421
181,160.3562270834533
182,159.6883210445819
183,159.94673602234607
184,161.06417017849103
185,79.315295107907
186,159.99452367329627
187,159.71277886473277
188,92.8776782308979
189,159.40233544895403
190,90.98228165489405
191,168.17978066546462
192,159.87876563003437
193,157.31321820988728
194,160.01555632785553
195,159.5384887118769
196,160.43769518640627
197,193.09643922659473
198,159.39031718372112
199,159.42948111021883
200,159.55340362960933
201,159.50098558992838
202,159.8062379041871
203,159.54223527757418
204,159.64583550898578
205,159.80913443317343
206,176.2471569972523
207,159.75460548410192
208,159.56584685144114
209,159.0564984485082
210,158.8075635751828
211,160.845730018576
212,159.82511174240307
213,159.50505932573776
214,80.89964164043076
215,161.00779309481334
216,168.81285241456482
217,81.24759753700731
218,159.702000114364
219,84.88069020337836
220,160.54606535316603
221,158.45650423974274
222,159.33415257834287
223,89.11828520679737
224,81.68368848475022
225,158.4717283325252
226,83.47882432312556
227,159.51257889856242
228,159.6883210445819
229,161.21191675004795
230,160.41012456854259
231,159.33415257834287
232,159.33415257834287
233,160.18373241079843
234,159.8381533772869
235,87.61339992857808
236,159.67609030104953
237,159.80977186807175
238,159.33415257834287
239,159.64749631353496
240,159.3115643741268
241,160.43808112115883
242,159.03759704373186
243,79.26881955953965
244,80.11969300483614
245,89.80255467867461
246,88.48018327885859
247,160.9425068767017
248,78.83989497744021
249,159.90654872619746
250,160.80303200468046
251,159.34927997437475
252,159.56418604689193
253,159.67442949650032
254,86.0843450478262
255,159.95896676587842
256,159.16151956312237
257,81.8696554431792
258,159.86576301699685
259,159.13437390185757
260,159.9349302354126
261,88.19737501559044
262,159.91693851009154
263,159.41622699703558
264,79.82414365471895
265,159.5096822460629
266,159.66096290501764
267,161.22270588775393
268,160.06776188923706
269,161.31354158721442
270,160.44928130239913
271,163.43275434952818
272,159.48398491104786
273,160.93939774590277
274,159.79941440738804
275,159.28130958206305
276,159.28254543001336
277,160.5605943361459
278,160.1245639295136
279,159.38243141893804
280,159.47205092512328
281,159.48398491104786
282,159.42948111021883
283,159.5113430506121
284,159.74409971520754
285,93.70014304065307
286,160.44359571481237
287,158.9710749776699
288,78.98355548640637
289,82.6831813825548
290,79.42885737780388
291,158.489113017779
292,160.93031515501568
293,158.40364484574886
294,78.14818621734702
295,212.88937958882966
296,160.0012398231751
297,160.25060885817228
298,159.75816471974224
299,159.73161747152946
300,80.54123345033486
301,80.59573725116387
302,159.49766398082997
303,160.35604572431242
304,159.18764185473628
305,157.61151378420197
306,81.76007012321499
307,80.11824467858636
308,161.3219477213569
309,192.06605155562076
310,159.67319364855
311,159.6228223481708
312,159.55531593430428
313,160.23625570537178
314,78.63569102384366
315,160.27358537086715
316,156.40910195995457
317,159.85638990411772
318,160.01555632785553
319,161.42195077582048
320,81.84641766899551
321,158.87574644579396
322,159.85310731686562
323,86.7545469176994
324,159.66096290501764
325,84.41432491829478
326,160.77048041826592
327,42.087872977151875
328,94.90473260398542
329,97.36285448774163
330,159.41725036668646
331,159.33726170914184
332,78.55619448457348
333,160.51849473530234
334,162.56672799267173
335,159.02077141865252
336,160.15358287362704
337,158.86206737601182
338,159.73101905847744
339,81.42633589848322
340,160.08829665551542
341,80.48998918054328
342,80.8124775846834
343,164.61671770005844
344,161.4606117020267
345,158.3524159849863
346,160.15192206907784
347,159.33415257834287
348,160.83183847049446
349,159.67986064288016
350,141.2860404213437
351,159.5927800344065
352,157.38049711984945
353,81.17505729707547
354,88.11236492255189
355,159.42969358851826
356,91.71380143786787
357,93.62928949406549
358,80.96948531559111
359,80.4599699229936
360,159.33415257834287
361,160.14917372478897
362,160.87500046283517
363,160.0049863888724
364,159.28130958206305
365,160.15174861262471
366,159.49911230707974
367,80.58795870978787
368,101.42542116417627
369,84.50729639368997
370,160.95554851158553
371,80.55674678111932
372,159.53993703812665
373,85.3063461524896
374,159.1621569980207
375,161.58036269912108
376,160.22155326593875
377,82.50283914005941
378,161.3234618150435
379,159.37341588867537
380,86.39122565116584
381,82.03177823600872
382,160.51913217020066
383,159.64915711808416
384,158.7429147919695
385,158.22385874123265
386,125.92385400143162
387,211.58012348414982
388,159.33415257834287
389,81.249145426214
390,80.44650333151093
391,80.73779104249286
392,159.8642756689008
393,160.52058049645044
394,81.8774013679071
395,158.51400138982189
396,160.17843029544434
397,159.18742937643685
398,159.6788891670623
399,156.14120091603309
400,159.85285581671988
401,84.70231251257182
402,162.79967319257824
403,161.61876848853097
404,159.48858138994288
405,159.6079074304384
406,162.01045590590493
407,159.8303456561964
408,159.81288099887072
409,159.48398491104786
410,160.95495009853352
411,80.88023823698003
412,131.69916875950884
413,80.517200647513
414,159.94716097894494
415,160.58795247571013
416,80.85881690938383
417,91.37267031034105
418,157.98035501428706
419,160.93939774590277
420,159.66262370956684
421,159.52647044664397
422,159.53972455982722
423,159.83900329048464
424,159.39031718372112
425,161.13507624514855
426,160.93105211493526
427,158.33879998195016
428,159.33415257834287
429,79.6509294116035
430,160.4687608698215
431,159.88085139118243
432,160.8604714798553
433,159.3031688794313
434,173.40481248519558
435,81.02686722865221
436,81.50020681920104
437,158.5110080405718
438,158.73398161263583
439,160.641393885042
440,168.00098251254167
441,161.78831096374554
442,162.00292651427068
443,86.72019610644118
444,152.73553496069272
445,160.20676284082285
446,160.7529512262933
447,79.53881267914646
448,157.99266558870485
449,157.67606925588015
450,159.4580750977334
451,158.45650423974274
452,160.40969961194372
